algorithm,key_generation_ms,encapsulation_ms,decapsulation_ms,exchange_ms,public_key_size,private_key_size,ciphertext_size,shared_secret_size,success,iteration
ECDH-P256,0.033499905839562416,0.12108299415558577,0.016874982975423336,0.1379579771310091,91,138,48,32,True,123
ECDH-P256,0.036084093153476715,0.12429198250174522,0.01679093111306429,0.1410829136148095,91,138,48,32,True,124
ECDH-P256,0.034708064049482346,0.1213329378515482,0.01637497916817665,0.13770791701972485,91,138,48,32,True,125
ECDH-P256,0.03341701813042164,0.11987495236098766,0.016166013665497303,0.13604096602648497,91,138,48,32,True,126
ECDH-P256,0.03308395389467478,0.11966691818088293,0.016457983292639256,0.1361249014735222,91,138,48,32,True,127
ECDH-P256,0.033125048503279686,0.12004200834780931,0.016124919056892395,0.1361669274047017,91,138,48,32,True,128
ECDH-P256,0.03354193177074194,0.12016692198812962,0.01625006552785635,0.13641698751598597,91,138,48,32,True,129
ECDH-P256,0.034499913454055786,0.12033304665237665,0.016874982975423336,0.1372080296278,91,138,48,32,True,130
ECDH-P256,0.03341701813042164,0.12087495997548103,0.016708974726498127,0.13758393470197916,91,138,48,32,True,131
ECDH-P256,0.03441702574491501,0.1206669257953763,0.016208039596676826,0.13687496539205313,91,138,48,32,True,132
ECDH-P256,0.03345904406160116,0.12250000145286322,0.01695798709988594,0.13945798855274916,91,138,48,32,True,133
ECDH-P256,0.03475008998066187,0.1299170544371009,0.016915961168706417,0.1468330156058073,91,138,48,32,True,134
ECDH-P256,0.033542048186063766,0.144458026625216,0.02095801755785942,0.16541604418307543,91,138,48,32,True,135
ECDH-P256,0.03704102709889412,0.14237500727176666,0.01954101026058197,0.16191601753234863,91,138,48,32,True,136
ECDH-P256,0.03712496254593134,0.1278748968616128,0.02166710328310728,0.14954200014472008,91,138,48,32,True,137
ECDH-P256,0.03645906690508127,0.12666697148233652,0.017457990907132626,0.14412496238946915,91,138,48,32,True,138
ECDH-P256,0.03362505231052637,0.12104108463972807,0.017167069017887115,0.13820815365761518,91,138,48,32,True,139
ECDH-P256,0.03574998117983341,0.12191594578325748,0.016874982975423336,0.13879092875868082,91,138,48,32,True,140
